Time,Source,Destination,Protocol,Length,Source Port,Destination Port,bad_packet
13.82305524,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.03470039,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.812339821,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.68970511,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.960393119,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.882259935,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.617565199,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.700337336,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.852004854,192.167.5.22,192.167.5.35,ICMP,60,,,0
29.233266462,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
5.680015552,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
28.886905929,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.909652289,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.034086874,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
33.694833498,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.060900396,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
3.752639247,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.830810986,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.63271275,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.814549692,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
5.337664386,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
22.054537257,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
33.632963682,192.232.16.204,192.167.5.35,TLSv1.2,596,443.0,57914.0,0
23.881736176,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878664317,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.705880568,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.819638055,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
14.058530649,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.921243404,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.0259955,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.810996792,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
22.07792781,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
28.830873825,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.644350842,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
13.827691006,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.867320207,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.94316151,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.80520629,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.874162797,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.63265981,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.878687341,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.68820568,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.907962024,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.682649953,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.865545693,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.824449146,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.771081671,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.871111071,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.809185592,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
33.687418311,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.853696777,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.642958743,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.868862608,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.817678905,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
24.009044818,192.232.16.204,192.167.5.35,TCP,60,443.0,57914.0,0
28.945167396,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.81452428,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.879905848,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
6.798159922,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
33.783112183,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.945179901,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
13.831475236,192.232.16.204,192.167.5.35,TLSv1.2,425,443.0,57914.0,0
7.66798197,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
3.784488703,192.232.16.204,192.167.5.35,TCP,60,443.0,57912.0,0
28.827639136,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.866209554,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.806591287,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.874908633,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.744742795,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.87462753,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.649863193,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
12.707419633,VMware_8a:b2:34,Broadcast,ARP,60,,,0
23.84274493,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.749521686,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
24.007681228,192.232.16.204,192.167.5.35,TCP,60,443.0,57912.0,0
18.871432436,192.167.5.22,192.167.5.35,ICMP,60,,,0
32.649173753,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
18.681654329,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.839927817,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
28.82143595,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.889299201,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.861237999,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.617535566,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.962584681,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.761683807,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.945299959,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.786476231,192.232.16.204,192.167.5.35,TCP,60,443.0,57914.0,0
28.823853491,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.865621086,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.757287125,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.881747794,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
9.785887947,VMware_8a:7f:3f,VMware_8a:aa:27,ARP,42,,,0
3.724655539,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.913864858,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.642961707,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
13.079503477,192.167.5.35,142.251.32.14,TLSv1.2,311,49734.0,443.0,0
18.862221305,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.905720714,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.878598393,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.630918066,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.863272516,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.896304934,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.805520051,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.864410556,192.167.5.22,192.167.5.35,ICMP,60,,,0
24.002653178,192.167.5.35,192.232.16.204,TLSv1.2,1682,57912.0,443.0,0
28.82763356,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
23.905183692,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.851999408,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.924365716,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.634937634,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
23.8409309,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.703677371,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.048055595,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.91890735,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878779591,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.863990609,192.167.5.22,192.167.5.35,ICMP,60,,,0
14.021975778,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.986215953,192.232.16.204,192.167.5.35,TCP,60,443.0,57914.0,0
18.882221845,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.851851911,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.850212636,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.649897983,192.232.16.204,192.167.5.35,TLSv1.2,429,443.0,57914.0,0
28.846886316,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.992701452,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.984813891,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.884615583,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
17.489274294,VMware_8a:12:84,Broadcast,ARP,60,,,0
18.684063627,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.862811219,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.802887224,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
14.417499376,VMware_8a:12:84,Broadcast,ARP,60,,,0
18.878751318,192.167.5.22,192.167.5.35,ICMP,60,,,0
21.585175857,VMware_8a:12:84,Broadcast,ARP,60,,,0
18.656593461,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.794795822,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.712967266,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.017816056,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.721482743,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.879540962,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.839045336,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.884590936,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.881744703,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.055022308,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
3.747915843,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.854502983,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.724576054,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.866430241,192.167.5.22,192.167.5.35,ICMP,60,,,0
30.734362347,VMware_8a:9d:21,Broadcast,ARP,60,,,0
18.879436526,192.167.5.22,192.167.5.35,ICMP,60,,,0
22.750136659,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
13.876101733,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.69332044,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.951503713,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
24.995746396,VMware_8a:b2:34,Broadcast,ARP,60,,,0
28.827583191,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.838598203,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
28.964064496,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.641867548,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.780614201,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.863273705,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.034107325,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.691117684,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.644441309,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
31.139098563,VMware_8a:b2:34,Broadcast,ARP,60,,,0
3.729327133,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.719195898,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.63121737,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.856385955,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.878787552,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.698906114,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.878670846,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.828880106,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.882203614,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.921945042,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.822380667,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.85238371,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.852474229,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.799472897,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.875271322,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.870708716,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.8017713,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
7.699071726,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
3.680200757,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.872983612,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.752263039,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.836785538,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.976102181,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.882024615,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.820612653,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.864573975,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.980187224,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.965744714,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
34.500324029,142.251.32.14,192.167.5.35,TLSv1.2,85,443.0,49734.0,0
28.901252431,192.167.4.164,192.167.255.255,BROWSER,239,138.0,138.0,0
18.874252267,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.973349655,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.058584999,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
16.961146128,192.167.5.35,142.251.32.14,TLSv1.2,1381,49734.0,443.0,0
23.914365836,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.1007019,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.789935628,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.805509892,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
23.826720421,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
2.048011065,VMware_8a:60:5f,Broadcast,ARP,60,,,0
20.734194526,192.167.5.35,142.251.32.14,TLSv1.2,228,49734.0,443.0,0
23.837957832,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.871085973,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.819215444,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
28.962590108,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.851268182,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.693362741,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.87488446,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.646424456,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.656829379,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.862009873,192.167.5.22,192.167.5.35,ICMP,60,,,0
1.720386075,142.251.32.14,192.167.5.35,TLSv1.2,131,443.0,49734.0,0
12.867689735,192.167.5.22,192.167.5.35,ICMP,98,,,0
8.907936253,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.910833045,192.167.2.126,192.167.255.255,NBNS,92,137.0,137.0,0
23.932960511,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.633008983,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.82764474,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.806596945,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.670827963,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.66848326,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.649890288,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
23.891440355,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.958072468,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
26.045380599,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
28.812105095,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
18.684039511,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.635433176,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
21.077227883,VMware_8a:31:5e,Broadcast,ARP,60,,,0
18.712098467,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.87461109,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.789954333,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.656887167,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.938427406,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.823039584,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.891661611,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.873745559,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.866127268,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.819973606,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.632955687,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.81337559,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
21.923613886,VMware_8a:b2:34,Broadcast,ARP,60,,,0
3.666321458,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.881337816,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.907470406,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.815933129,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.814511578,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
13.997398912,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.840094507,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.897941718,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.830751352,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.879984265,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
5.137882627,192.167.9.21,192.167.255.255,BROWSER,239,138.0,138.0,0
28.069219633,VMware_8a:b2:34,Broadcast,ARP,60,,,0
23.895359526,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.942386084,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.074939546,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.870328272,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.815718553,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
13.94772015,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.740110873,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.868382884,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.90363743,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.952106714,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.761672621,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.745642457,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.742418051,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.757259652,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.904294386,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.896279805,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.750284824,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.792263813,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.737785771,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.768790236,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
7.667976708,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
28.896312779,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.65897825,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.639864461,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
0.601993384,192.167.5.35,192.167.5.22,ICMP,98,,,0
18.668222812,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.627066734,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.740123535,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.628875566,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
28.185887419,192.167.5.35,192.167.5.22,ICMP,98,,,0
33.75450309,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.628243697,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.868280997,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.662338958,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.619913275,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.878570993,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.805470535,192.232.16.204,192.167.5.35,TLSv1.2,1448,443.0,57914.0,0
13.955591942,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.881556671,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.328310463,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
18.754082277,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.824572439,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.865519769,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.807805446,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.817641925,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.714770834,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.733077912,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.95204169,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.733072109,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.872769045,192.167.5.22,192.167.5.35,ICMP,60,,,0
11.916449501,192.167.5.35,142.251.32.14,TLSv1.2,93,49734.0,443.0,0
28.913868456,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.873249436,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.869590264,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.649040184,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.83080314,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.872203441,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.830731231,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
23.935318136,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.967974663,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.622328068,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.940823298,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.93058689,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.641963748,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.794752361,192.167.5.22,192.167.5.35,ICMP,98,,,0
18.857006023,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.852862329,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.808928357,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.014191527,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.622261833,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
16.997262276,142.251.32.14,192.167.5.35,TLSv1.2,93,443.0,49734.0,0
28.847981713,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.668474057,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.022412065,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.83905334,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.187792501,VMware_8a:b2:34,Broadcast,ARP,60,,,0
8.843446561,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
28.836123872,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
3.694221815,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.988932098,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.761960677,192.232.16.204,192.167.5.35,TLSv1.2,553,443.0,57912.0,0
14.018290317,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.785247858,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.891615831,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.933971546,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.868355116,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.641941863,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.913097846,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.940726495,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.930634409,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.872377082,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.867336624,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.126269484,192.167.5.247,192.167.255.255,NBNS,92,137.0,137.0,0
14.043370468,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.681667224,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.857086268,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.827621594,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.740036243,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
13.800544934,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
9.818676174,192.167.5.22,192.167.5.35,ICMP,98,,,0
18.635382672,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.866977738,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.61996653,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
